city,location
1574,Point(-77.036666666 38.895)
1575,Point(135.225277777 34.889444444)
1576,Point(85.334722222 23.355555555)
1577,Point(18.562833333 4.37325)
1578,Point(80.333333333 28.916666666)
1579,Point(141.536111111 43.103888888)
1580,Point(72.35 40.7)
1581,Point(88.35 22.71)
1582,Point(27.9725 40.354166666)
1583,Point(41.683333333 27.516666666)
1584,Point(40.15 35.333333333)
1585,Point(128.423611111 34.845833333)
1586,Point(4.879444444 45.766111111)
1587,Point(136.565555555 36.514444444)
1588,Point(84.871111 45.592778)
1589,Point(44.401666666 14.55)
1590,Point(3.725277777 51.053611111)
1591,Point(-0.133888888 50.824166666)
1592,Point(47.633333333 42.883333333)
1593,Point(103.71445 27.33284)
1594,Point(88.15 25.0)
1595,Point(-39.261080555 -12.969188888)
1596,Point(-46.193055555 -23.522777777)
1597,Point(88.76 22.87)
1598,Point(29.509722222 40.080555555)
1599,Point(139.874722222 35.955)
1600,Point(128.084722222 35.192777777)
1601,Point(107.49472 31.2152)
1602,Point(-84.4551652 9.9047417)
1603,Point(88.348055555 22.629444444)
1604,Point(-48.952777777 -2.946944444)
1605,Point(120.183333333 22.983333333)
1606,Point(136.926666666 34.899166666)
1607,Point(-49.41 -25.592777777)
1608,Point(7.766666666 36.9)
1609,Point(-114.3975 62.442222222)
1610,Point(27.333333333 44.2)
1611,Point(-44.575833333 -20.075)
1612,Point(2.816666666 41.983333333)
1613,Point(77.416666666 28.666666666)
1614,Point(110.217777777 -7.470555555)
1615,Point(-51.146944444 -29.76)
1616,Point(113.92 -2.21)
1617,Point(51.082777777 35.484722222)
1618,Point(38.798333333 48.467222222)
1619,Point(133.331111111 35.428055555)
1620,Point(-43.355833333 -4.858888888)
1621,Point(98.983333333 18.788888888)
1622,Point(-73.259722222 10.460277777)
1623,Point(88.42 22.95)
1624,Point(79.601111111 17.975555555)
1625,Point(-37.343888888 -5.187777777)
1626,Point(38.9 47.233333333)
1627,Point(126.18146 41.12313)
1628,Point(18.413222222 43.856333333)
1629,Point(73.683333333 24.583333333)
1630,Point(134.031944444 35.140555555)
1631,Point(-90.52525 14.609861111)
1632,Point(24.66 60.21)
1633,Point(141.605527777 42.634055555)
1634,Point(30.95 31.1)
1635,Point(49.835183333 40.366655555)
1636,Point(36.35 33.483333333)
1637,Point(116.116666666 -8.583333333)
1638,Point(28.006388888 -26.093611111)
1639,Point(-121.289444444 38.7525)
1640,Point(109.341388888 -0.020555555)
1641,Point(-44.170833333 -22.543888888)
1642,Point(-118.346111111 33.9575)
1643,Point(68.423333333 33.549166666)
1644,Point(-70.666666666 -33.45)
1645,Point(16.308333333 41.231666666)
1646,Point(139.790833333 35.891111111)
1647,Point(72.671111111 32.083611111)
1648,Point(138.249166666 36.401944444)
1649,Point(-81.669722222 41.482222222)
1650,Point(-46.995833333 -22.970833333)
1651,Point(44.045 39.92371)
1652,Point(127.142777777 37.594722222)
1653,Point(118.58583 24.91389)
1654,Point(-57.652777777 -19.008888888)
1655,Point(-97.5352 35.4823)
1656,Point(-111.831388888 33.415)
1657,Point(132.997777777 34.066111111)
1658,Point(-3.533108333 50.721538888)
1659,Point(-12.283333333 11.316666666)
1660,Point(72.85 19.3)
1661,Point(106.6 17.483333333)
1662,Point(-58.016944444 -31.392222222)
1663,Point(87.47 25.78)
1664,Point(27.358333333 38.161944444)
1665,Point(119.969166666 31.812166666)
1666,Point(-66.339166666 -33.299444444)
1667,Point(-58.511111111 -33.007777777)
1668,Point(109.46838 34.49962)
1669,Point(118.174166666 39.629166666)
1670,Point(79.42 13.65)
1671,Point(-45.965833333 -23.305)
1672,Point(98.485277777 3.6)
1673,Point(-79.443888888 21.933888888)
1674,Point(42.0575 44.222222222)
1675,Point(13.4 9.3)
1676,Point(135.4 34.733333333)
1677,Point(-9.233333333 32.283333333)
1678,Point(34.712222222 38.625)
1679,Point(-82.358888888 23.136666666)
1680,Point(115.666944444 24.168055555)
1681,Point(76.899722222 8.5)
1682,Point(-58.516666666 -34.833333333)
1683,Point(78.08 27.88)
1684,Point(-52.617777777 -27.095833333)
1685,Point(32.8 -5.016666666)
1686,Point(8.766666666 50.1)
1687,Point(-0.370555555 49.182222222)
1688,Point(-87.627777777 41.881944444)
1689,Point(49.075 33.493333333)
1690,Point(-118.506389 34.416389)
1691,Point(171.3802 7.0918)
1692,Point(135.501944444 34.693611111)
1693,Point(22.413061 39.638493)
1694,Point(105.83985 32.43529)
1695,Point(51.448888888 35.593055555)
1696,Point(140.38333 37.4)
1697,Point(-80.625277777 -5.200833333)
1698,Point(99.266666666 1.366666666)
1699,Point(72.58 23.03)
1700,Point(125.633333333 38.733333333)
1701,Point(76.653055555 12.308611111)
1702,Point(-43.922777777 -19.691944444)
1703,Point(34.616666666 36.8)
1704,Point(-50.161944444 -25.095)
1705,Point(65.752 36.665)
1706,Point(145.775277777 -16.925555555)
1707,Point(44.766666666 48.783333333)
1708,Point(79.833333333 10.766666666)
1709,Point(-63.847777777 10.955555555)
1710,Point(118.92234 42.26626)
1711,Point(-65.216666666 -26.816666666)
1712,Point(-58.766666666 -34.516666666)
1713,Point(-49.192777777 -25.445)
1714,Point(51.366666666 51.233333333)
1715,Point(-61.233333333 13.166666666)
1716,Point(139.7 35.516666666)
1717,Point(141.15 39.683333333)
1718,Point(74.733333333 19.083333333)
1719,Point(34.750277777 32.023055555)
1720,Point(88.4183569 22.1744885)
1721,Point(113.82014 34.02444)
1722,Point(76.678888888 66.084722222)
1723,Point(32.633333333 41.2)
1724,Point(49.916666666 53.1)
1725,Point(105.18838 37.51386)
1726,Point(126.916666666 35.166666666)
1727,Point(-73.036944444 41.558333333)
1728,Point(147.149444444 -9.478888888)
1729,Point(-117.889722222 33.836111111)
1730,Point(118.0125 37.380555555)
1731,Point(-78.5125 -0.22)
1732,Point(11.029166666 50.978055555)
1733,Point(-79.836613888 -6.762961111)
1734,Point(33.8 31.133333333)
1735,Point(41.433333333 52.716666666)
1736,Point(-7.98108 31.62947)
1737,Point(-75.163611111 39.952777777)
1738,Point(53.483333333 54.483333333)
1739,Point(47.033333333 -19.866666666)
1740,Point(100.45529 38.93545)
1741,Point(47.15 31.833333333)
1742,Point(118.57916 24.81409)
1743,Point(136.45 36.416666666)
1744,Point(36.4 15.45)
1745,Point(31.052222222 -17.829166666)
1746,Point(35.030833333 32.311111111)
1747,Point(13.066666666 52.4)
1748,Point(-38.323888888 -12.697777777)
1749,Point(130.446111111 33.030277777)
1750,Point(43.416666666 38.501944444)
1751,Point(79.707777777 12.830833333)
1752,Point(-85.13915 41.08045)
1753,Point(-42.102777777 -22.838888888)
1754,Point(12.65 42.566666666)
1755,Point(108.085 24.692777777)
1756,Point(38.736944444 9.027222222)
1757,Point(-97.504166666 25.879722222)
1758,Point(-67.877 10.22609)
1759,Point(78.035 15.822222222)
1760,Point(14.441111111 45.327222222)
1761,Point(8.0446 47.3923)
1762,Point(-88.033333333 15.5)
1763,Point(-79.831111111 -2.173333333)
1764,Point(139.677777777 35.8175)
1765,Point(117.666666666 36.183333333)
1766,Point(-79.233333333 43.183333333)
1767,Point(-2.698055555 53.759444444)
1768,Point(21.714444444 42.132222222)
1769,Point(36.716666666 34.733333333)
1770,Point(-66.883333333 10.166666666)
1771,Point(113.29992 33.73499)
1772,Point(102.6 17.966666666)
1773,Point(-48.341944444 -1.355)
1774,Point(-100.45813 25.67325)
1775,Point(8.466111111 49.487777777)
1776,Point(38.81109 37.18029)
1777,Point(-49.378888888 -20.82)
1778,Point(18.783333333 50.3)
1779,Point(-113.811111111 52.268055555)
1780,Point(-117.999722222 33.692777777)
1781,Point(-8.429072 40.211141)
1782,Point(-62.983333333 17.483333333)
1783,Point(8.658332 47.020546)
1784,Point(21.755 32.762777777)
1785,Point(139.46165 35.46934)
1786,Point(-38.403888888 -12.783888888)
1787,Point(75.847222222 22.720555555)
1788,Point(127.124722222 36.455555555)
1789,Point(-100.931666666 29.324166666)
1790,Point(8.883333333 9.933333333)
1791,Point(14.416666666 50.083333333)
1792,Point(47.81 30.488888888)
1793,Point(109.1 21.466666666)
1794,Point(-48.557777777 -22.295833333)
1795,Point(126.816944444 37.832777777)
1796,Point(-7.62 33.599166666)
1797,Point(-84.280633333 30.438736111)
1798,Point(-105.292777777 40.019444444)
1799,Point(-48.445 -22.885833333)
1800,Point(117.963333333 28.441944444)
1801,Point(127.137777777 37.438611111)
1802,Point(-74.224444444 -13.163055555)
1803,Point(24.883333333 44.866666666)
1804,Point(-46.7425 -23.281666666)
1805,Point(116.983333333 36.666666666)
1806,Point(116.00206 29.70475)
1807,Point(122.633 -5.466669444)
1808,Point(-73.361388888 5.540277777)
1809,Point(18.6498 50.3011)
1810,Point(77.216666666 28.666666666)
1811,Point(121.129166666 41.114444444)
1812,Point(9.217953 49.140428)
1813,Point(-97.733333333 30.3)
1814,Point(-83.74833333 42.28138889)
1815,Point(-122.602777777 45.633611111)
1816,Point(-70.3323 -27.3665)
1817,Point(78.029 30.318)
1818,Point(-71.3744 -33.0428)
1819,Point(9.52965 46.85212)
1820,Point(20.5 54.716666666)
1821,Point(-65.410555555 -24.788333333)
1822,Point(116.36495 23.55334)
1823,Point(-46.724444444 -23.328611111)
1824,Point(100.375277777 -0.309722222)
1825,Point(-80.436388888 22.145555555)
1826,Point(-49.495833333 -2.243888888)
1827,Point(87.6125 43.8225)
1828,Point(8.808888888 53.076944444)
1829,Point(-114.0625 51.0475)
1830,Point(-106.486944444 31.739444444)
1831,Point(-48.667777777 -27.644444444)
1832,Point(50.555 26.13)
1833,Point(139.901666666 35.653611111)
1834,Point(38.266666666 54.033333333)
1835,Point(35.005833333 -15.786111111)
1836,Point(17.634444444 47.684166666)
1837,Point(88.733333333 26.516666666)
1838,Point(115.77422 33.86264)
1839,Point(152.766666666 -27.616666666)
1840,Point(31.366666666 -26.483333333)
1841,Point(34.160833333 39.145)
1842,Point(19.05 52.65)
1843,Point(51.866666666 32.008888888)
1844,Point(35.2 33.266666666)
1845,Point(47.5 56.116666666)
1846,Point(-80.293888888 25.860555555)
1847,Point(12.08242 50.87818)
1848,Point(6.183611111 48.692777777)
1849,Point(105.3375 20.8175)
1850,Point(-122.080833333 37.668888888)
1851,Point(46.273333333 36.249722222)
1852,Point(102.18656 38.51676)
1853,Point(-72.2 19.75)
1854,Point(88.43 22.97)
1855,Point(-5.55 33.883333333)
1856,Point(125.933333333 39.416666666)
1857,Point(-50.432777777 -21.208888888)
1858,Point(6.166666666 51.366666666)
1859,Point(21.716666666 47.95)
1860,Point(-43.773888888 -21.225833333)
1861,Point(44.021944444 13.578888888)
1862,Point(-68.09222222 10.08888889)
1863,Point(-4.008789 34.214442)
1864,Point(39.716666666 54.616666666)
1865,Point(-74.55 -8.383333333)
1866,Point(101.45 1.666666666)
1867,Point(113.49459 27.66093)
1868,Point(4.640555555 52.380277777)
1869,Point(-83.023888888 42.491944444)
1870,Point(-38.625833333 -3.876944444)
1871,Point(9.521944444 47.139722222)
1872,Point(-89.845 13.921388888)
1873,Point(179.19417 -8.52425)
1874,Point(69.266666666 41.3)
1875,Point(120.4 36.116666666)
1876,Point(15.77916 50.03861)
1877,Point(1.299167 52.628056)
1878,Point(-8.983333333 38.95)
1879,Point(31.178333333 -10.211666666)
1880,Point(118.31506 29.71318)
1881,Point(79.415 28.364)
1882,Point(33.343333333 47.908611111)
1883,Point(117.5 0.133333333)
1884,Point(103.80287 25.51018)
1885,Point(61.833333333 37.6)
1886,Point(-0.7975 38.473055555)
1887,Point(12.2 -5.566667)
1888,Point(7.440277777 10.523055555)
1889,Point(15.733333333 -12.766666666)
1890,Point(10.992777777 45.438611111)
1891,Point(131.473888888 34.178055555)
1892,Point(-71.224167 46.816111)
1893,Point(-92.173611111 38.576666666)
1894,Point(-74.796388888 10.963888888)
1895,Point(39.016666666 35.95)
1896,Point(7.44743 46.94798)
1897,Point(48.366666666 54.316666666)
1898,Point(122.594722222 -3.9675)
1899,Point(46.283333333 38.083333333)
1900,Point(126.866388888 37.477222222)
1901,Point(-104.791944444 38.863333333)
1902,Point(123.76097 41.29204)
1903,Point(121.311111111 24.988888888)
1904,Point(-89.191388888 13.698888888)
1905,Point(-44.983888888 -19.875833333)
1906,Point(27.356944444 41.405555555)
1907,Point(11.5755 48.137194444)
1908,Point(123.059444444 0.541111111)
1909,Point(-44.053888888 -19.931944444)
1910,Point(140.333333333 38.25)
1911,Point(44.1322 17.4917)
1912,Point(110.083333333 23.4)
1913,Point(-117.350996 33.158267)
1914,Point(21.23 45.759722222)
1915,Point(107.141666666 10.404166666)
1916,Point(78.166666666 11.65)
1917,Point(-44.197777777 -19.967777777)
1918,Point(116.694111 23.373472)
1919,Point(48.856944444 32.043611111)
1920,Point(127.488611 50.245833)
1921,Point(127.805555555 26.334166666)
1922,Point(114.48937 36.61161)
1923,Point(-68.016666666 10.466666666)
1924,Point(-8.616666666 41.533333333)
1925,Point(-15.21666667 15.38333333)
1926,Point(109.18851 27.72334)
1927,Point(13.016666666 32.166944444)
1928,Point(129.599722 44.586111)
1929,Point(10.633333333 44.7)
1930,Point(19.7 52.55)
1931,Point(-40.502777777 -9.413888888)
1932,Point(-2.244444444 51.864444444)
1933,Point(-90.184722222 32.298888888)
1934,Point(84.952222222 56.488611111)
1935,Point(106.168333333 20.42)
1936,Point(41.216666666 37.083333333)
1937,Point(111.6839 29.03966)
1938,Point(124.36438 43.17154)
1939,Point(-11.404444444 16.616388888)
1940,Point(-34.902777777 -7.911666666)
1941,Point(114.288055555 30.587222222)
1942,Point(-46.533333333 -23.466666666)
1943,Point(30.538611111 38.758055555)
1944,Point(-71.0996 18.2079)
1945,Point(-122.439444444 45.503611111)
1946,Point(14.283333333 48.3)
1947,Point(40.516666666 41.016666666)
1948,Point(34.3575 47.577222222)
1949,Point(25.953907 43.844532)
1950,Point(-13.712222222 9.509166666)
1951,Point(-46.533333333 -23.657222222)
1952,Point(86.85 23.73)
1953,Point(9.377222222 47.423333333)
1954,Point(-3.788888888 37.769722222)
1955,Point(-103.3475 20.676666666)
1956,Point(-63.040833333 -9.916111111)
1957,Point(151.95 -27.55)
1958,Point(140.716666666 -2.533333333)
1959,Point(7.033333333 5.483333333)
1960,Point(138.26667 34.86667)
1961,Point(-39.28 -14.785833333)
1962,Point(-56.096944444 -15.595833333)
1963,Point(28.147777777 38.4825)
1964,Point(-68.833333333 -32.916666666)
1965,Point(103.494722222 11.399166666)
1966,Point(-48.952777777 -16.326944444)
1967,Point(-72.4 18.53333)
1968,Point(-71.314722222 42.639444444)
1969,Point(-117.881388888 33.740833333)
1970,Point(119.58812 39.93978)
1971,Point(42.15 47.516666666)
1972,Point(25.966666666 43.9)
1973,Point(37.798523 37.0104)
1974,Point(-49.465 -18.968888888)
1975,Point(126.616666666 36.333333333)
1976,Point(-65.75 -19.583333333)
1977,Point(58.592222222 23.613888888)
1978,Point(39.2 -6.166666666)
1979,Point(88.36666667 22.75)
1980,Point(117.024444 25.088056)
1981,Point(-48.276944444 -18.918888888)
1982,Point(107.606388888 51.827222222)
1983,Point(-86.0 13.083333333)
1984,Point(-104.801944444 41.145555555)
1985,Point(118.75178 30.94751)
1986,Point(8.016666666 50.875555555)
1987,Point(-69.893333333 18.476388888)
1988,Point(-96.808888888 32.779166666)
1989,Point(-121.805833333 38.005)
1990,Point(65.8 38.866666666)
1991,Point(-117.466666666 34.1)
1992,Point(25.457222222 44.924444444)
1993,Point(82.97898 46.74682)
1994,Point(73.116666666 49.8)
1995,Point(50.5775 26.225)
1996,Point(142.365 43.770638888)
1997,Point(15.554166666 38.193611111)
1998,Point(130.384444444 42.344444444)
1999,Point(126.629722222 36.894444444)
2000,Point(130.763055555 31.741111111)
2001,Point(-7.619801 33.002319)
2002,Point(29.82 -19.458)
2003,Point(-58.266666666 -34.716666666)
2004,Point(-51.460833333 -23.550833333)
2005,Point(10.316666666 43.55)
2006,Point(30.060555555 -1.953611111)
2007,Point(-49.31 -25.325)
2008,Point(26.733333333 -10.983333333)
2009,Point(-91.178611111 30.4475)
2010,Point(-43.413888888 -22.807777777)
2011,Point(15.65 38.114438888)
2012,Point(96.115 19.7475)
2013,Point(-111.660833333 40.244444444)
2014,Point(109.190764 12.249527)
2015,Point(23.816666666 44.333333333)
2016,Point(137.383333333 34.766666666)
2017,Point(19.3213 50.371)
2018,Point(33.216666666 37.183333333)
2019,Point(47.521388888 -18.938611111)
2020,Point(122.74743 40.85231)
2021,Point(0.133333333 35.4)
2022,Point(106.811388888 39.670833333)
2023,Point(116.63 23.67)
2024,Point(28.188055555 -25.746388888)
2025,Point(-71.665555555 -35.426944444)
2026,Point(-35.015 -8.112777777)
2027,Point(-47.505 -4.946944444)
2028,Point(106.506944444 29.55)
2029,Point(61.4 55.15)
2030,Point(55.681388888 29.451944444)
2031,Point(58.465555555 35.238333333)
2032,Point(102.54317 24.34953)
2033,Point(74.566666666 16.866666666)
2034,Point(129.715555555 33.18)
2035,Point(32.633333333 15.633333333)
2036,Point(-53.325 -23.765833333)
2037,Point(-75.574827777 6.244747222)
2038,Point(21.166666666 42.666666666)
2039,Point(36.25 37.075)
2040,Point(140.046111111 36.961666666)
2041,Point(-0.05 39.97)
2042,Point(137.083333333 35.216666666)
2043,Point(-3.198888888 55.95)
2044,Point(27.417222222 38.426111111)
2045,Point(6.733333333 0.333333333)
2046,Point(97.625833333 16.484722222)
2047,Point(139.883333333 36.55)
2048,Point(-91.668611111 41.983333333)
2049,Point(125.578333333 -8.553611111)
2050,Point(10.0 53.55)
2051,Point(139.404722222 35.333888888)
2052,Point(102.10315 36.50145)
2053,Point(8.516944444 47.168055555)
2054,Point(8.5975 47.260833333)
2055,Point(25.634595 42.425668)
2056,Point(10.686388888 53.869722222)
2057,Point(-49.062777777 -25.441944444)
2058,Point(-43.806944444 -19.885833333)
2059,Point(128.17 -3.705)
2060,Point(-3.691944444 40.418888888)
2061,Point(81.103055555 16.711666666)
2062,Point(88.6 24.366666666)
2063,Point(101.593611111 3.064444444)
2064,Point(140.7475 40.822222222)
2065,Point(-101.0 25.433333333)
2066,Point(37.733333333 55.916666666)
2067,Point(102.63286 37.92781)
2068,Point(88.39 22.9)
2069,Point(106.63358 30.46729)
2070,Point(-55.503888888 -11.863888888)
2071,Point(85.866666666 20.45)
2072,Point(-57.960555555 -31.388333333)
2073,Point(-72.906944444 11.544166666)
2074,Point(118.17282 26.64481)
2075,Point(-101.680555555 21.119722222)
2076,Point(139.931111111 35.721944444)
2077,Point(116.50778 31.75425)
2078,Point(135.597222222 34.499166666)
2079,Point(21.921111111 47.072222222)
2080,Point(40.683333333 -14.55)
2081,Point(102.25 6.133333333)
2082,Point(108.31501 22.81918)
2083,Point(72.87 22.7)
2084,Point(25.134444444 35.340277777)
2085,Point(52.333333333 55.7)
2086,Point(-43.398888888 -22.763888888)
2087,Point(-58.55 -34.683333333)
2088,Point(15.313888888 -4.331666666)
2089,Point(108.158333333 10.9375)
2090,Point(135.606111111 34.557777777)
2091,Point(126.29 41.157)
2092,Point(78.193055555 26.215)
2093,Point(-35.017777777 -8.001944444)
2094,Point(-88.6 15.73)
2095,Point(27.5425 52.78416)
2096,Point(31.158333333 40.841666666)
2097,Point(74.47 34.3)
2098,Point(-92.33407 38.95171)
2099,Point(-47.856944444 -23.355555555)
2100,Point(-72.688333333 19.445555555)
2101,Point(76.9 43.25)
2102,Point(136.966666666 35.25)
2103,Point(-79.900419444 9.359752777)
2104,Point(-1.88 50.72)
2105,Point(12.331944444 45.439722222)
2106,Point(-60.145833333 -12.740555555)
2107,Point(130.96496 45.29366)
2108,Point(-47.457777777 -23.501944444)
2109,Point(140.65 36.6)
2110,Point(-70.398 -23.6464)
2111,Point(-71.5518 -33.0245)
2112,Point(-51.518888888 -29.170833333)
2113,Point(39.1 -5.066666666)
2114,Point(84.85 56.6)
2115,Point(91.266666666 23.833333333)
2116,Point(129.783055555 41.8)
2117,Point(-83.95 35.966666666)
2118,Point(121.7419 25.12825)
2119,Point(-44.446944444 -22.468888888)
2120,Point(29.087777777 37.773055555)
2121,Point(27.729166666 46.638333333)
2122,Point(10.898333333 48.371666666)
2123,Point(137.061111111 35.425833333)
2124,Point(-46.402777777 -24.005833333)
2125,Point(-71.0625 42.358333333)
2126,Point(75.08 24.03)
2127,Point(106.016666666 -6.016666666)
2128,Point(-60.7 -31.633333333)
2129,Point(112.03526 22.92423)
2130,Point(-117.8325 33.803055555)
2131,Point(-119.331944444 36.317222222)
2132,Point(121.266389 37.399722)
2133,Point(127.356 39.259)
2134,Point(-69.21666667 9.56666667)
2135,Point(113.14692 27.84071)
2136,Point(-80.269919444 25.942122222)
2137,Point(28.6337 -12.968269444)
2138,Point(4.47917 51.9225)
2139,Point(-97.3325 32.756388888)
2140,Point(1.904166666 47.902222222)
2141,Point(6.619722222 51.459166666)
2142,Point(34.85 -19.833333333)
2143,Point(-0.751666666 51.621666666)
2144,Point(72.783333333 40.533333333)
2145,Point(30.520555555 39.776666666)
2146,Point(81.783333333 16.983333333)
2147,Point(-101.3475 20.674166666)
2148,Point(127.199166666 37.894444444)
2149,Point(36.468055555 45.338611111)
2150,Point(42.561111111 16.889166666)
2151,Point(-104.954 39.9031)
2152,Point(111.316667 23.483333)
2153,Point(-77.333333333 25.066666666)
2154,Point(52.356944444 36.466944444)
2155,Point(86.966666666 23.683333333)
2156,Point(-48.627777777 -27.615)
2157,Point(73.106388888 30.670555555)
2158,Point(-78.907222 35.9875)
2159,Point(139.24306 35.78389)
2160,Point(-60.5175 -31.744444444)
2161,Point(-99.169444444 19.645)
2162,Point(8.7737 3.752063888)
2163,Point(42.051388888 55.5725)
2164,Point(27.179722222 45.699722222)
2165,Point(-43.311944444 -22.785833333)
2166,Point(-75.525709 39.161662)
2167,Point(130.2775 47.313889)
2168,Point(4.25 8.133333333)
2169,Point(109.9975 39.815)
2170,Point(-40.344166666 -3.685555555)
2171,Point(-77.916666666 18.466666666)
2172,Point(126.835 37.656388888)
2173,Point(-46.849444444 -23.717222222)
2174,Point(112.97087 28.19874)
2175,Point(28.960277777 41.01)
2176,Point(49.639722222 40.591666666)
2177,Point(88.42 22.58)
2178,Point(-77.108611111 20.339722222)
2179,Point(32.642222222 25.696944444)
2180,Point(-0.55 53.25)
2181,Point(83.1 54.75)
2182,Point(130.5156 33.49631)
2183,Point(129.731944444 62.027222222)
2184,Point(110.62936 21.65401)
2185,Point(110.93692 22.35586)
2186,Point(19.12217 50.80964)
2187,Point(32.63888889 0.39722222)
2188,Point(127.069444444 37.145)
2189,Point(107.414444444 40.756666666)
2190,Point(-43.652777777 -22.642777777)
2191,Point(-58.683333333 -34.683333333)
2192,Point(69.396919444 53.28245)
2193,Point(-122.416388888 37.7775)
2194,Point(90.503888888 56.281666666)
2195,Point(49.0 16.05)
2196,Point(45.3425 2.040833333)
2197,Point(-123.3657 48.422151)
2198,Point(136.612777777 35.359444444)
2199,Point(136.916666666 35.283333333)
2200,Point(-47.437777777 -23.546944444)
2201,Point(115.03262 30.20178)
2202,Point(70.633333333 30.05)
2203,Point(7.15 46.8)
2204,Point(-6.2975 36.535)
2205,Point(-122.268055555 37.870277777)
2206,Point(-87.216666666 13.316666666)
2207,Point(135.333333333 34.733333333)
2208,Point(31.821388888 31.416666666)
2209,Point(109.233333333 23.733333333)
2210,Point(124.4 40.1)
2211,Point(75.736666666 29.148888888)
2212,Point(-3.364305 40.481815)
2213,Point(-56.27778 -34.52278)
2214,Point(135.417222222 34.83)
2215,Point(-1.613333333 54.977777777)
2216,Point(77.172222222 31.103333333)
2217,Point(101.396111111 -2.063611111)
2218,Point(-70.729166666 7.246666666)
2219,Point(71.6725 40.995277777)
2220,Point(11.586388888 50.927222222)
2221,Point(-71.3 -41.15)
2222,Point(33.45 -19.116666666)
2223,Point(3.613611111 51.499722222)
2224,Point(35.980555555 36.085)
2225,Point(31.999722222 36.543611111)
2226,Point(48.82 34.294166666)
2227,Point(73.01 19.03)
2228,Point(11.877777777 45.406388888)
2229,Point(-82.336111111 29.665277777)
2230,Point(-8.960833333 38.755277777)
2231,Point(-68.1475 -16.494166666)
2232,Point(7.752222222 48.573333333)
2233,Point(-82.64 27.773055555)
2234,Point(39.216666666 38.666666666)
2235,Point(-58.816666666 -27.483333333)
2236,Point(102.833333333 16.433333333)
2237,Point(60.866666666 29.483333333)
2238,Point(-66.781388888 10.113611111)
2239,Point(-70.248333333 -18.055555555)
2240,Point(19.6917 46.9074)
2241,Point(88.4 22.97)
2242,Point(51.883333333 47.116666666)
2243,Point(-149.899166666 61.218333333)
2244,Point(-90.590833333 41.543055555)
2245,Point(49.65 58.6)
2246,Point(105.84117 21.0245)
2247,Point(-2.89 34.41)
2248,Point(136.716666666 34.483333333)
2249,Point(-1.65 42.816666666)
2250,Point(114.89936 33.44326)
2251,Point(16.283333333 50.766666666)
2252,Point(139.391111111 35.835833333)
2253,Point(127.569722222 0.609444444)
2254,Point(6.983333333 51.033333333)
2255,Point(124.383333333 40.116666666)
2256,Point(70.916666666 31.816666666)
2257,Point(-73.75 45.5833)
2258,Point(47.929444444 30.034166666)
2259,Point(11.426111111 48.763611111)
2260,Point(36.633333333 35.933333333)
2261,Point(12.8725 50.230555555)
2262,Point(50.816666666 61.666666666)
2263,Point(8.3059 47.0523)
2264,Point(27.963611111 -26.176666666)
2265,Point(113.216666666 -7.75)
2266,Point(-15.595555555 11.859166666)
2267,Point(4.566666666 7.466666666)
2268,Point(100.0871 23.88643)
2269,Point(32.85 39.93)
2270,Point(5.733333333 34.85)
2271,Point(96.16 16.795)
2272,Point(110.48442 29.12548)
2273,Point(127.214722222 37.539166666)
2274,Point(140.869444444 38.268333333)
2275,Point(11.619865 44.835297)
2276,Point(13.383333333 52.516666666)
2277,Point(-70.1524 -20.2141)
2278,Point(102.083056 14.973611)
2279,Point(31.566666666 30.416666666)
2280,Point(139.5525 35.319722222)
2281,Point(-76.658192 5.692277)
2282,Point(2.2475 48.947777777)
2283,Point(36.833333333 7.666666666)
2284,Point(128.630833333 36.821666666)
2285,Point(119.516666666 26.666666666)
2286,Point(-66.666666666 45.95)
2287,Point(-44.086944444 -19.766944444)
2288,Point(137.166666666 34.95)
2289,Point(120.75 30.7522)
2290,Point(76.633333333 30.566666666)
2291,Point(-60.639444444 -32.9575)
2292,Point(-63.043333333 18.024166666)
2293,Point(2.894722222 42.6975)
2294,Point(112.7581 32.12874)
2295,Point(44.009444444 36.191111111)
2296,Point(-111.976111111 40.606388888)
2297,Point(30.166666666 55.183333333)
2298,Point(-47.401666666 -22.564722222)
2299,Point(88.87988 29.26492)
2300,Point(85.141388888 25.61)
2301,Point(117.932222222 40.973888888)
2302,Point(-63.249166666 17.626111111)
2303,Point(28.260419444 -12.554580555)
2304,Point(-35.975833333 -8.282777777)
2305,Point(86.033333333 44.3)
2306,Point(30.014444444 40.688333333)
2307,Point(4.866666666 50.466666666)
2308,Point(101.695277777 3.147777777)
2309,Point(102.7902 17.4253)
2310,Point(-110.977222222 29.1025)
2311,Point(119.75097 49.21534)
2312,Point(133.771944444 34.585)
2313,Point(-2.293055555 53.482777777)
2314,Point(127.4875 34.950555555)
2315,Point(24.15 45.8)
2316,Point(53.216666666 56.85)
2317,Point(107.02598 33.07938)
2318,Point(139.566111111 35.717777777)
2319,Point(-8.533333333 40.933333333)
2320,Point(37.835 51.298055555)
2321,Point(-96.75 33.05)
2322,Point(140.2 36.066666666)
2323,Point(-43.775 -22.851944444)
2324,Point(119.291666666 26.076944444)
2325,Point(7.36606 46.23045)
2326,Point(-78.619722222 -1.241666666)
2327,Point(27.7 38.5)
2328,Point(125.906111111 39.698611111)
2329,Point(-51.423888888 -23.418888888)
2330,Point(31.889444444 26.341944444)
2331,Point(75.649722222 32.268888888)
